timestamp,x,y,z,roll,pitch,yaw
1757789225670186496.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225697374208.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225719903232.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225741849088.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225769775104.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225797204224.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225819910656.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225847116288.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225869477120.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225896822016.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225919207168.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225946981120.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225969387776.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789225996442368.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226018217728.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226045953280.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226068030976.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226096049664.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226117593088.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226146265344.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226168767488.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226196763648.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226219058176.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226246379520.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226268712192.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226296441088.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226318249216.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226346005504.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226368276224.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226396293376.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226418157312.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226445851648.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226467612416.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226495573248.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226517578240.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226544934144.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226572247808.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226595159296.000,0.333,0.013,0.000,0.000,0.000,0.056
1757789226617769216.000,0.334,0.013,0.000,0.000,0.000,0.056
1757789226645656832.000,0.339,0.013,0.000,0.000,0.000,0.056
1757789226667342336.000,0.346,0.013,0.000,0.000,0.000,0.057
1757789226695185920.000,0.363,0.014,0.000,0.000,0.000,0.058
1757789226721758208.000,0.383,0.016,0.000,0.000,0.000,0.060
1757789226744143872.000,0.403,0.017,0.000,0.000,0.000,0.062
1757789226771275008.000,0.426,0.018,0.000,0.000,0.000,0.062
1757789226792674560.000,0.444,0.019,0.000,0.000,0.000,0.062
1757789226820008704.000,0.466,0.021,0.000,0.000,0.000,0.063
1757789226847203840.000,0.489,0.022,0.000,0.000,0.000,0.065
1757789226869420288.000,0.507,0.023,0.000,0.000,0.000,0.066
1757789226896492032.000,0.530,0.025,0.000,0.000,0.000,0.067
1757789226918180864.000,0.550,0.026,0.000,0.000,0.000,0.068
1757789226945799936.000,0.575,0.028,0.000,0.000,0.000,0.069
1757789226967336960.000,0.595,0.029,0.000,0.000,0.000,0.069
1757789226994980096.000,0.622,0.031,0.000,0.000,0.000,0.070
1757789227021566720.000,0.648,0.033,0.000,0.000,0.000,0.071
1757789227043463936.000,0.670,0.035,0.000,0.000,0.000,0.071
1757789227071049728.000,0.697,0.037,0.000,0.000,0.000,0.072
1757789227093147136.000,0.720,0.038,0.000,0.000,0.000,0.073
1757789227116574208.000,0.744,0.040,0.000,0.000,0.000,0.073
1757789227145310208.000,0.773,0.042,0.000,0.000,0.000,0.075
1757789227167410176.000,0.795,0.044,0.000,0.000,0.000,0.076
1757789227195714816.000,0.824,0.046,0.000,0.000,0.000,0.077
1757789227218026752.000,0.846,0.048,0.000,0.000,0.000,0.078
1757789227246594560.000,0.875,0.050,0.000,0.000,0.000,0.079
1757789227269178112.000,0.898,0.052,0.000,0.000,0.000,0.079
1757789227296605696.000,0.925,0.054,0.000,0.000,0.000,0.080
1757789227318688000.000,0.946,0.056,0.000,0.000,0.000,0.081
1757789227346752256.000,0.974,0.058,0.000,0.000,0.000,0.082
1757789227369234176.000,0.996,0.060,0.000,0.000,0.000,0.082
1757789227396747776.000,1.023,0.062,0.000,0.000,0.000,0.083
1757789227419034624.000,1.045,0.064,0.000,0.000,0.000,0.085
1757789227446705152.000,1.073,0.066,0.000,0.000,0.000,0.086
1757789227469052672.000,1.096,0.068,0.000,0.000,0.000,0.088
1757789227497136640.000,1.123,0.071,0.000,0.000,0.000,0.086
1757789227520647936.000,1.140,0.072,0.000,0.000,0.000,0.086
1757789227542643968.000,1.152,0.073,0.000,0.000,0.000,0.088
1757789227570702336.000,1.157,0.074,0.000,0.000,0.000,0.088
1757789227592870144.000,1.163,0.074,0.000,0.000,0.000,0.089
1757789227620947968.000,1.173,0.075,0.000,0.000,0.000,0.089
1757789227643054592.000,1.182,0.076,0.000,0.000,0.000,0.088
1757789227670765312.000,1.194,0.077,0.000,0.000,0.000,0.089
1757789227692583680.000,1.203,0.078,0.000,0.000,0.000,0.089
1757789227720498688.000,1.215,0.079,0.000,0.000,0.000,0.089
1757789227742292224.000,1.224,0.080,0.000,0.000,0.000,0.090
1757789227770335744.000,1.234,0.081,0.000,0.000,0.000,0.090
1757789227792241664.000,1.242,0.081,0.000,0.000,0.000,0.090
1757789227820112640.000,1.251,0.082,0.000,0.000,0.000,0.090
1757789227842666752.000,1.257,0.083,0.000,0.000,0.000,0.091
1757789227870778624.000,1.265,0.083,0.000,0.000,0.000,0.091
1757789227892355328.000,1.270,0.084,0.000,0.000,0.000,0.091
1757789227920341760.000,1.276,0.084,0.000,0.000,0.000,0.091
1757789227942367488.000,1.281,0.085,0.000,0.000,0.000,0.091
1757789227970385664.000,1.287,0.085,0.000,0.000,0.000,0.091
1757789227992360960.000,1.290,0.086,0.000,0.000,0.000,0.091
1757789228020701952.000,1.295,0.086,0.000,0.000,0.000,0.091
1757789228042631424.000,1.298,0.086,0.000,0.000,0.000,0.091
1757789228070910720.000,1.300,0.086,0.000,0.000,0.000,0.091
1757789228093218816.000,1.300,0.087,0.000,0.000,0.000,0.091
1757789228121177856.000,1.301,0.087,0.000,0.000,0.000,0.091
1757789228144166400.000,1.302,0.087,0.000,0.000,0.000,0.091
1757789228172134656.000,1.303,0.087,0.000,0.000,0.000,0.091
1757789228195262976.000,1.304,0.087,0.000,0.000,0.000,0.091
1757789228217089024.000,1.305,0.087,0.000,0.000,0.000,0.091
1757789228245397760.000,1.305,0.087,0.000,0.000,0.000,0.091
1757789228267388672.000,1.305,0.087,0.000,0.000,0.000,0.091
1757789228295292160.000,1.305,0.087,0.000,0.000,0.000,0.091
1757789228317417216.000,1.305,0.087,0.000,0.000,0.000,0.091
1757789228345812480.000,1.309,0.087,0.000,0.000,0.000,0.091
1757789228367983360.000,1.315,0.088,0.000,0.000,0.000,0.092
1757789228396236800.000,1.326,0.089,0.000,0.000,0.000,0.091
1757789228418109696.000,1.337,0.090,0.000,0.000,0.000,0.091
1757789228446184448.000,1.355,0.092,0.000,0.000,0.000,0.093
1757789228468468480.000,1.371,0.093,0.000,0.000,0.000,0.093
1757789228492452096.000,1.389,0.095,0.000,0.000,0.000,0.093
1757789228520618752.000,1.411,0.097,0.000,0.000,0.000,0.095
1757789228542585600.000,1.429,0.099,0.000,0.000,0.000,0.097
1757789228570310912.000,1.451,0.101,0.000,0.000,0.000,0.098
1757789228592195584.000,1.470,0.103,0.000,0.000,0.000,0.099
1757789228620862976.000,1.496,0.105,0.000,0.000,0.000,0.100
1757789228642707712.000,1.516,0.107,0.000,0.000,0.000,0.100
1757789228670846208.000,1.543,0.110,0.000,0.000,0.000,0.102
1757789228692340224.000,1.564,0.112,0.000,0.000,0.000,0.102
1757789228720721408.000,1.593,0.115,0.000,0.000,0.000,0.104
1757789228742794496.000,1.615,0.117,0.000,0.000,0.000,0.106
